Iteration	Posterior	Likelihood	Prior	alpha_g	epsilon	extinction	gamma_cats[1]	gamma_cats[2]	gamma_cats[3]	gamma_cats[4]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]	mu[11]	mu[12]	mu[13]	mu[14]	mu[15]	mu[16]	mu[17]	mu[18]	mu[19]	mu[20]	mu[21]	mu[22]	mu[23]	mu[24]	mu[25]	mu[26]	mu[27]	mu[28]	mu[29]	mu[30]	mu[31]	mu[32]	mu[33]	mu[34]	mu[35]	mu[36]	mu[37]	mu[38]	mu[39]	mu[40]	mu[41]	mu[42]	mu[43]	mu[44]	mu[45]	mu[46]	mu[47]	mu[48]	mu[49]	mu[50]	mu[51]	mu[52]	mu[53]	mu[54]	mu[55]	mu[56]	mu[57]	mu[58]	mu[59]	mu[60]	mu[61]	mu[62]	pi[1]	pi[2]	pi[3]	pi[4]	r[1]	r[2]	r[3]	r[4]	r[5]	r[6]	speciation
200	-30360	-30398.4	38.4326	0.207542	0.137679	0.910288	0.000682685	0.0382368	0.403054	3.55803	0.238386	0.116088	0.118155	0.0737233	0.0892809	0.137387	0.0816052	0.0532556	0.111526	0.0895352	0.157776	0.0625768	0.0830301	0.0518673	0.0782938	0.123474	0.116599	0.100896	0.0702125	0.0731159	0.0968433	0.113591	0.111725	0.0983335	0.067192	0.0950413	0.185133	0.121235	0.386671	0.12691	0.123481	0.165173	0.104641	0.0253467	0.131163	0.0398253	0.0906719	0.123227	0.189419	0.0406563	0.0923394	0.119724	0.0489079	0.0869941	0.0688659	0.158602	0.0656578	0.0523418	0.113438	0.145882	0.262579	0.0810718	0.0832586	0.0609578	0.127753	0.128048	0.0957782	0.0813751	0.0533198	0.0336649	0.105795	0.0906998	0.245038	0.188399	0.257699	0.308865	0.032994	0.238082	0.358076	0.0124205	0.325786	0.0326415	6.61169
210	-30356.5	-30400.5	44.0234	0.219142	0.101378	0.671583	0.000970791	0.0454967	0.431751	3.52178	0.233309	0.108988	0.063417	0.0641076	0.105902	0.129621	0.0870172	0.0502142	0.111209	0.0932501	0.115537	0.0927233	0.0727366	0.0797858	0.0693665	0.119759	0.0791443	0.14169	0.0436053	0.0694922	0.109298	0.117969	0.112998	0.0954791	0.081891	0.0885305	0.164515	0.103599	0.32065	0.112402	0.12465	0.150362	0.0480398	0.0447013	0.0706348	0.0972979	0.0453005	0.0925902	0.0799136	0.125334	0.0757016	0.106375	0.15675	0.0869577	0.0558033	0.047461	0.118744	0.0481846	0.23844	0.117291	0.152122	0.140938	0.0924231	0.0618362	0.0936175	0.123747	0.123156	0.0613867	0.074659	0.0234839	0.0204615	0.0961638	0.244895	0.190278	0.252881	0.311946	0.0347312	0.24976	0.349788	0.0133987	0.318245	0.0340781	6.62456
220	-30354.2	-30394.7	40.4964	0.209316	0.0380461	0.252039	0.000722268	0.0393167	0.407531	3.55243	0.213515	0.126926	0.0790883	0.0804469	0.0998508	0.143122	0.0918247	0.0696278	0.115582	0.0816251	0.0917482	0.139268	0.103945	0.0705396	0.0691677	0.141837	0.101988	0.116773	0.0419154	0.0591147	0.0831023	0.110459	0.120173	0.0769252	0.128153	0.102358	0.183553	0.0947643	0.392278	0.107032	0.102054	0.17261	0.108715	0.100737	0.0915071	0.0385517	0.0573285	0.0561903	0.0631495	0.0566808	0.122244	0.0420224	0.109347	0.0514424	0.0514938	0.0832619	0.12419	0.0638785	0.0863157	0.190627	0.134729	0.107272	0.0685879	0.0768817	0.115818	0.0878349	0.0660707	0.122772	0.218343	0.020909	0.0516485	0.137584	0.244945	0.190112	0.252933	0.31201	0.0346534	0.249201	0.349005	0.0156069	0.317533	0.0340018	6.62456
230	-30349	-30386.3	37.2904	0.210479	0.326575	2.77212	0.000749088	0.0400313	0.41045	3.54877	0.216681	0.128655	0.0842835	0.0738602	0.089789	0.15737	0.0818457	0.0512068	0.120157	0.0572155	0.0816843	0.106084	0.106893	0.0642692	0.0630888	0.132251	0.117114	0.10534	0.0323835	0.0754304	0.107845	0.0945231	0.118111	0.0890801	0.122838	0.0817975	0.212482	0.107969	0.389725	0.118983	0.125871	0.150331	0.131941	0.213476	0.0899788	0.0458853	0.0304266	0.0880985	0.101489	0.0566546	0.0608542	0.112791	0.0920627	0.0944783	0.0598632	0.133502	0.157983	0.0715006	0.0953169	0.159959	0.0917502	0.105589	0.0897172	0.11407	0.123348	0.0859454	0.0748705	0.172158	0.0560441	0.0748305	0.047268	0.138447	0.244945	0.190112	0.252933	0.31201	0.0323538	0.251032	0.351569	0.0157216	0.319866	0.0294575	8.48848
240	-30356.1	-30397.6	41.5059	0.209788	0.0659016	0.361121	0.000733069	0.0396061	0.408717	3.55094	0.236274	0.118998	0.0919239	0.0612998	0.119654	0.136249	0.0855214	0.0622295	0.135501	0.0646632	0.0628924	0.12206	0.103	0.0528841	0.0788827	0.151299	0.0881255	0.101597	0.043548	0.0867975	0.0801171	0.122871	0.129631	0.105691	0.129159	0.0889624	0.156501	0.119599	0.340648	0.124817	0.116246	0.138606	0.0943072	0.0949123	0.109855	0.108579	0.0244131	0.0289932	0.126879	0.10407	0.0341555	0.115089	0.0460521	0.0709519	0.0699689	0.0450122	0.224373	0.0840936	0.0785803	0.130089	0.137171	0.141792	0.0768402	0.04661	0.124095	0.100797	0.073708	0.0872191	0.0630269	0.0563449	0.0823932	0.055224	0.247951	0.192445	0.238658	0.320946	0.032002	0.248303	0.347747	0.0155213	0.322382	0.0340447	5.4797
250	-30343.4	-30384.9	41.5376	0.205786	0.125556	0.786032	0.000645004	0.0371787	0.398589	3.56359	0.230964	0.141612	0.102606	0.0709363	0.118911	0.151191	0.0816945	0.0634273	0.137016	0.0609273	0.0839315	0.105011	0.0920513	0.0694644	0.0784483	0.109209	0.120868	0.0918786	0.0625401	0.0913806	0.0920258	0.106754	0.12127	0.0994992	0.109915	0.088424	0.177604	0.12596	0.395036	0.141139	0.121306	0.137311	0.122437	0.0906747	0.164482	0.0538943	0.0598249	0.037858	0.124126	0.0824632	0.0299945	0.0890956	0.0647988	0.0612198	0.0519043	0.180766	0.188186	0.0658771	0.159787	0.103787	0.126828	0.101469	0.0970539	0.117013	0.124106	0.0743092	0.0623203	0.101424	0.10215	0.0847483	0.0640417	0.0729523	0.249827	0.191965	0.238063	0.320146	0.0323167	0.250744	0.341334	0.0156739	0.325552	0.0343795	6.26042
260	-30343	-30385.4	42.3802	0.211279	0.208827	1.47637	0.000767907	0.0405249	0.412448	3.54626	0.238262	0.115197	0.101826	0.0695823	0.096483	0.16335	0.0937163	0.0548495	0.107385	0.0794331	0.0722537	0.102748	0.0799647	0.0628297	0.0785397	0.1037	0.122638	0.113392	0.0476716	0.0777756	0.0966495	0.110614	0.136386	0.0970037	0.089272	0.0867457	0.164047	0.139614	0.36929	0.13135	0.108167	0.156293	0.132151	0.0722607	0.105707	0.130953	0.103285	0.0310937	0.125372	0.046616	0.0548106	0.0770496	0.0518769	0.111618	0.0694071	0.0622691	0.186858	0.0775839	0.200378	0.111978	0.150224	0.136316	0.0998587	0.102957	0.10078	0.105685	0.066248	0.0943493	0.149455	0.0541031	0.0615689	0.0422343	0.248308	0.190798	0.242695	0.3182	0.032285	0.250498	0.341	0.0166377	0.325233	0.0343458	7.06986
270	-30354	-30397	42.9624	0.215348	0.233607	1.71093	0.000868834	0.0430726	0.422517	3.53354	0.262614	0.129675	0.135	0.0780768	0.118088	0.190879	0.0776975	0.0966145	0.117395	0.0596723	0.0833009	0.0873331	0.093241	0.0438875	0.0771309	0.11355	0.126152	0.0893604	0.0517117	0.082471	0.0917512	0.114444	0.11587	0.0890101	0.0858285	0.0827799	0.167426	0.102848	0.352381	0.117423	0.101945	0.164153	0.0614653	0.0534452	0.103302	0.0925099	0.177179	0.0254666	0.104608	0.0861378	0.067764	0.1141	0.0312376	0.145983	0.0683756	0.102512	0.059915	0.110611	0.04732	0.0759585	0.131162	0.0863647	0.0453912	0.134837	0.0511241	0.0604046	0.120455	0.0896956	0.116477	0.0635833	0.108774	0.0510967	0.244504	0.191763	0.243923	0.31981	0.032285	0.250498	0.341	0.0166377	0.325233	0.0343458	7.324
280	-30351.1	-30397.3	46.159	0.221245	0.279947	2.14747	0.00103069	0.0468603	0.436807	3.5153	0.240831	0.142122	0.107057	0.0692062	0.0921524	0.142989	0.0781793	0.085521	0.0993696	0.0563063	0.0684004	0.0820425	0.116674	0.0539733	0.0675314	0.11714	0.113094	0.0740477	0.0574869	0.0732798	0.0906111	0.0970544	0.115829	0.0915961	0.0685296	0.0752041	0.157462	0.117284	0.333795	0.134733	0.109488	0.191933	0.0798929	0.161465	0.118844	0.0799628	0.0904783	0.0409108	0.135872	0.0559018	0.0883178	0.15041	0.0554096	0.0696459	0.0511077	0.0898142	0.114624	0.0861383	0.0990271	0.0773365	0.118569	0.0639163	0.038798	0.0839525	0.133212	0.0749641	0.0971839	0.213442	0.100071	0.0711494	0.0608775	0.065249	0.241839	0.189673	0.248108	0.320381	0.032405	0.252079	0.343151	0.0142873	0.327285	0.0307933	7.67101
290	-30340.3	-30387.1	46.8278	0.208294	0.0357082	0.221039	0.000699265	0.038693	0.404955	3.55565	0.213445	0.133971	0.0980385	0.0823088	0.104916	0.155476	0.0884378	0.072457	0.142992	0.0721841	0.0761944	0.0803148	0.138261	0.0594521	0.0742893	0.125158	0.137463	0.0777567	0.0581454	0.0824827	0.0976438	0.0980149	0.158585	0.0942896	0.0901891	0.106967	0.166811	0.111756	0.383228	0.123341	0.102479	0.169036	0.0422766	0.0723698	0.124512	0.102955	0.0705049	0.0943018	0.0516058	0.0242527	0.102303	0.122236	0.0888063	0.0848259	0.0842954	0.0396983	0.058738	0.0745124	0.0948047	0.0962673	0.138755	0.0961879	0.0628006	0.0629414	0.0679778	0.0957564	0.0468461	0.0854182	0.0761542	0.0549397	0.138649	0.0468494	0.243781	0.189187	0.247472	0.31956	0.0328341	0.251904	0.342913	0.0145199	0.327057	0.0307719	6.19014
300	-30345.3	-30384.9	39.5999	0.214012	0.0427478	0.222589	0.000834736	0.0422297	0.419229	3.53771	0.235069	0.135786	0.0924254	0.0634035	0.0846339	0.127325	0.0813695	0.0710331	0.131346	0.0644456	0.101461	0.07474	0.218731	0.0490231	0.0847238	0.131632	0.110904	0.0942609	0.0746578	0.0893601	0.088006	0.0956722	0.147543	0.0952933	0.14891	0.0898221	0.141394	0.099917	0.375925	0.11233	0.108427	0.134807	0.106444	0.100756	0.111894	0.0957133	0.0876227	0.0538746	0.070347	0.0210583	0.0937868	0.121275	0.0691407	0.121503	0.082944	0.0254352	0.0670282	0.0846085	0.0627218	0.0774016	0.135846	0.164952	0.0667864	0.0745127	0.0882015	0.143648	0.0468876	0.0656576	0.0855094	0.0178936	0.0372197	0.0694907	0.252043	0.183678	0.245947	0.318333	0.0330955	0.253909	0.337682	0.0146355	0.329661	0.0310169	5.20702
310	-30350.7	-30390.1	39.4136	0.216334	0.0608699	0.35342	0.000894578	0.0436979	0.42493	3.53048	0.203594	0.15372	0.0984212	0.0743015	0.0917673	0.14128	0.0923758	0.0954017	0.137069	0.0756753	0.0754293	0.0870288	0.14903	0.0498686	0.0860341	0.146136	0.0989993	0.0987358	0.0800659	0.0814679	0.0897536	0.09635	0.153755	0.115652	0.139789	0.0882424	0.146169	0.10484	0.355349	0.103378	0.115747	0.137433	0.0663467	0.115143	0.135232	0.0548024	0.0503965	0.0313743	0.0472064	0.0318316	0.093549	0.0451107	0.110744	0.10151	0.0712559	0.0253607	0.0380374	0.0823271	0.165343	0.111807	0.144906	0.14503	0.0611421	0.113323	0.181232	0.101734	0.0620872	0.0936654	0.110705	0.044251	0.189119	0.0728251	0.250145	0.182295	0.24599	0.321569	0.0338657	0.259818	0.345541	0.0151813	0.313855	0.0317388	5.80616
320	-30355.2	-30397.4	42.1825	0.204997	0.000923979	0.00552857	0.000628564	0.0367072	0.396574	3.56609	0.226917	0.139211	0.0845073	0.0668138	0.096179	0.136064	0.0990824	0.0975025	0.136086	0.0802236	0.113343	0.0933333	0.149053	0.0529291	0.0735135	0.12636	0.0978944	0.0958355	0.0805403	0.0928409	0.0949877	0.0932451	0.14626	0.0808891	0.164681	0.0955637	0.110925	0.104141	0.397611	0.103466	0.121725	0.149967	0.107333	0.0430986	0.0856442	0.0993846	0.0312057	0.018381	0.0947801	0.0462681	0.0683899	0.0863891	0.0378381	0.0623574	0.0841762	0.0248658	0.058108	0.0902496	0.135354	0.105021	0.0932341	0.121459	0.0542663	0.0467796	0.107593	0.103064	0.0439791	0.145583	0.0885559	0.0674395	0.141297	0.0803518	0.242122	0.197779	0.248655	0.311444	0.0341289	0.259412	0.345	0.0131574	0.313364	0.0349375	5.98343
330	-30345.2	-30386.1	40.9455	0.206467	0.1083	0.674049	0.00065943	0.0375874	0.400323	3.56143	0.221688	0.131316	0.0846356	0.0677348	0.0752698	0.117045	0.111324	0.101725	0.135849	0.0674694	0.0884773	0.075827	0.153968	0.0460167	0.072875	0.106883	0.100276	0.0802895	0.0612981	0.0829194	0.0955506	0.0908188	0.121692	0.069802	0.165942	0.0867405	0.127819	0.100926	0.345395	0.111763	0.110118	0.13437	0.0734228	0.154799	0.173999	0.0706326	0.145897	0.0922572	0.0863734	0.0206858	0.06561	0.110021	0.0443024	0.133669	0.0751606	0.0241601	0.0568029	0.0851339	0.0429184	0.0743641	0.0897439	0.143816	0.0675093	0.130125	0.194423	0.135228	0.0457888	0.189329	0.075506	0.0477454	0.0597305	0.0991187	0.242122	0.197779	0.248655	0.311444	0.030906	0.25912	0.352164	0.0131426	0.313013	0.0316542	6.2239
340	-30364.8	-30398.5	33.6972	0.201694	0.0479181	0.265744	0.000562914	0.0347584	0.388065	3.57661	0.218301	0.134361	0.104263	0.0659501	0.087776	0.127017	0.0950647	0.123757	0.144042	0.0612244	0.0855068	0.0753525	0.14457	0.0593777	0.0844818	0.10574	0.0996312	0.056766	0.0820805	0.0723074	0.0939841	0.0961198	0.130647	0.065073	0.195881	0.0923674	0.134757	0.0992196	0.362917	0.106204	0.1048	0.158648	0.110624	0.14379	0.119977	0.0603033	0.109221	0.181526	0.141965	0.0474662	0.11251	0.10393	0.0415677	0.0613169	0.068871	0.0256089	0.0580831	0.0467049	0.0881498	0.149494	0.133508	0.178715	0.0498486	0.125623	0.127005	0.24065	0.0354243	0.135514	0.204794	0.0422089	0.081614	0.141664	0.242122	0.197779	0.248655	0.311444	0.0292059	0.258499	0.35132	0.0171346	0.312262	0.0315783	5.5458
350	-30352.9	-30392.6	39.6686	0.213457	0.110297	0.605509	0.000820864	0.0418818	0.417859	3.53944	0.234218	0.140886	0.0992583	0.0738977	0.0844947	0.144674	0.100488	0.103801	0.128862	0.0693411	0.0856797	0.0753542	0.108425	0.0491791	0.0813629	0.113465	0.109155	0.0802997	0.0838292	0.0699427	0.0995197	0.0931001	0.148191	0.0941567	0.121411	0.0793846	0.11085	0.11427	0.33609	0.110991	0.0993818	0.158734	0.0707443	0.148712	0.209497	0.0383484	0.070383	0.0721162	0.103075	0.0286096	0.0624707	0.148408	0.0401132	0.158403	0.0792568	0.0497248	0.0782102	0.077449	0.106343	0.182816	0.150011	0.114063	0.0551841	0.0748788	0.109874	0.107711	0.0647445	0.0810779	0.164423	0.0866611	0.100343	0.188856	0.244282	0.199544	0.241951	0.314223	0.0292059	0.258499	0.35132	0.0171346	0.312262	0.0315783	5.48979
360	-30353	-30397.5	44.5832	0.204053	0.136721	0.826816	0.00060927	0.0361457	0.394152	3.56909	0.257536	0.116021	0.113546	0.0697617	0.0899791	0.11781	0.101342	0.131704	0.119114	0.078876	0.0821473	0.0893046	0.12167	0.0532775	0.0834748	0.109853	0.108234	0.0915201	0.0676369	0.0741104	0.104137	0.10872	0.150184	0.0979107	0.0857861	0.086741	0.13607	0.10016	0.379639	0.122461	0.105932	0.155948	0.0948273	0.125914	0.145284	0.0544334	0.0642132	0.0611929	0.0644001	0.0845174	0.0582289	0.138176	0.0697827	0.0734752	0.0691916	0.0369702	0.0772768	0.0750662	0.163974	0.12667	0.129028	0.148608	0.0433444	0.124015	0.14759	0.0500648	0.0694437	0.0681438	0.0925233	0.0659941	0.042546	0.0613825	0.242516	0.198101	0.240201	0.319182	0.029306	0.259385	0.352524	0.0181995	0.313332	0.0272536	6.04747
370	-30347.1	-30392.2	45.1224	0.203868	0.0388701	0.212011	0.000605544	0.0360362	0.393677	3.56968	0.211202	0.14253	0.13033	0.068017	0.0784629	0.130237	0.0766618	0.101905	0.113044	0.0777476	0.0783452	0.0887395	0.0713027	0.0531798	0.066425	0.123456	0.161327	0.0807769	0.088701	0.0660266	0.100617	0.095205	0.152718	0.0729265	0.0787241	0.0815013	0.132591	0.108071	0.349305	0.109819	0.122548	0.148582	0.0692249	0.0787479	0.0936156	0.103712	0.0749921	0.0236283	0.0583528	0.0506812	0.107505	0.143077	0.0971251	0.041016	0.0717742	0.0853882	0.0963372	0.126148	0.111678	0.114265	0.123968	0.112923	0.0786487	0.114538	0.12861	0.104823	0.050675	0.095428	0.0929001	0.0393851	0.0140951	0.0932934	0.243614	0.19447	0.241289	0.320628	0.031964	0.258194	0.350905	0.0181159	0.311893	0.0289286	5.45434
380	-30357.4	-30397.4	40.0281	0.208406	0.0640769	0.411859	0.000701773	0.0387615	0.405239	3.5553	0.162372	0.138618	0.159451	0.0542154	0.0861528	0.134405	0.0829924	0.135042	0.104966	0.0638797	0.0770255	0.0888703	0.102939	0.0589977	0.0768262	0.118481	0.167304	0.0758577	0.094543	0.075013	0.09791	0.0970789	0.127638	0.0894394	0.076015	0.0997615	0.15822	0.0910372	0.422239	0.121184	0.130062	0.175326	0.0567943	0.0585054	0.123152	0.0789964	0.0490644	0.0205335	0.0479137	0.0718359	0.101091	0.0903914	0.159177	0.0928287	0.0584503	0.0702396	0.0788162	0.0813542	0.170922	0.121659	0.154556	0.12338	0.0662607	0.0901655	0.108037	0.0968491	0.0950562	0.0822294	0.106577	0.0386044	0.103826	0.202528	0.248695	0.186777	0.240492	0.324036	0.036162	0.264485	0.332178	0.0185574	0.319493	0.0291234	6.42757
390	-30360.7	-30402.9	42.2165	0.221501	0.164866	1.01086	0.00103815	0.0470271	0.437419	3.51452	0.184831	0.128565	0.117398	0.0670791	0.0864214	0.14742	0.0956006	0.0771671	0.12255	0.0715581	0.0829626	0.0796332	0.0940747	0.0582003	0.0821611	0.103068	0.130794	0.0755316	0.0839967	0.0831844	0.0820413	0.131524	0.118874	0.0733617	0.0845756	0.0878197	0.132239	0.104361	0.336075	0.108563	0.100463	0.162698	0.0599133	0.0593509	0.133328	0.0401257	0.120285	0.0266436	0.0275422	0.192497	0.0913166	0.129044	0.112813	0.101803	0.0803006	0.105683	0.0731915	0.108126	0.128246	0.127243	0.179262	0.151795	0.0496203	0.0896135	0.0922141	0.0807445	0.0666543	0.0639423	0.205102	0.046053	0.0613472	0.131449	0.252882	0.185081	0.244541	0.317495	0.0363275	0.265697	0.333699	0.0140633	0.320956	0.0292568	6.13138
400	-30355.5	-30400.3	44.7612	0.211072	0.0474517	0.297427	0.000763016	0.0403972	0.411932	3.54691	0.187626	0.124171	0.13292	0.0603364	0.0902807	0.0944752	0.0856248	0.105694	0.123518	0.0741874	0.078021	0.0777652	0.0954262	0.0440369	0.0859532	0.114781	0.10838	0.0812801	0.0894902	0.0848728	0.0871874	0.102077	0.124279	0.0808254	0.0625808	0.0798417	0.143183	0.0912211	0.359211	0.0996483	0.095826	0.131205	0.0601216	0.0529491	0.208358	0.0394857	0.103388	0.0351473	0.120526	0.0949477	0.121025	0.0496399	0.0621113	0.236468	0.0630921	0.0703159	0.100799	0.0959764	0.124932	0.0921337	0.140813	0.174828	0.0604736	0.0791516	0.0641436	0.118457	0.0460344	0.0989337	0.141942	0.0697212	0.0698735	0.0688985	0.251873	0.185648	0.24625	0.316229	0.0365215	0.257952	0.335481	0.0179634	0.32267	0.029413	6.268
410	-30366.3	-30401.9	35.5913	0.210098	0.175253	1.28448	0.000740228	0.0397967	0.409495	3.54997	0.238685	0.124326	0.142028	0.0671241	0.0788095	0.103392	0.0934701	0.169558	0.104396	0.0666194	0.0716726	0.0816246	0.0781259	0.0563312	0.0800399	0.116063	0.10111	0.101818	0.113234	0.0922988	0.0895044	0.107628	0.134386	0.100883	0.0956564	0.0799494	0.155465	0.0992449	0.372752	0.11315	0.123756	0.138862	0.0862791	0.078116	0.153807	0.0520507	0.128945	0.0331224	0.161125	0.0827693	0.145616	0.0367167	0.0574373	0.142323	0.0797856	0.114951	0.109614	0.111889	0.177624	0.0737025	0.208814	0.18114	0.0630925	0.143899	0.141693	0.109967	0.0883667	0.0344984	0.155978	0.0558901	0.0684231	0.0329096	0.250346	0.184119	0.244221	0.321314	0.0365508	0.251421	0.33575	0.0188345	0.322929	0.0345152	7.32925
420	-30356	-30393.5	37.462	0.206845	0.300075	2.35208	0.000667556	0.0378157	0.401286	3.56023	0.274142	0.143521	0.128839	0.0668761	0.0793241	0.121102	0.0867466	0.100881	0.0935377	0.0554668	0.0789643	0.0785354	0.0662356	0.0505866	0.074542	0.124609	0.108616	0.110549	0.0932475	0.123275	0.0919649	0.106739	0.106713	0.0846406	0.10103	0.0841507	0.142141	0.0898486	0.391428	0.106968	0.0895148	0.131724	0.118274	0.0929807	0.0613479	0.141527	0.0636427	0.020275	0.140659	0.0260694	0.112834	0.0841505	0.0474528	0.0630026	0.0779988	0.0531964	0.0668481	0.0686696	0.102379	0.0902202	0.122612	0.137328	0.0703346	0.167237	0.256501	0.0808795	0.1085	0.0928948	0.142732	0.0546702	0.0292655	0.0347878	0.248203	0.18959	0.242785	0.319423	0.0334922	0.252219	0.336816	0.0188943	0.323954	0.0346248	7.83828
430	-30350.8	-30390.3	39.4645	0.210509	0.311217	2.51423	0.00074977	0.0400493	0.410523	3.54868	0.282875	0.1309	0.105358	0.0590639	0.0800684	0.137914	0.0896988	0.0772153	0.0930465	0.0694272	0.084698	0.0805393	0.081966	0.0486897	0.0815004	0.133173	0.101909	0.102523	0.111207	0.107208	0.0803896	0.0983167	0.120932	0.111318	0.0791176	0.0889098	0.156854	0.101032	0.414696	0.11952	0.101782	0.137011	0.0982743	0.120333	0.0652966	0.0879058	0.0648432	0.0450947	0.135852	0.0239288	0.0781816	0.0693446	0.024042	0.0355266	0.0677711	0.0536359	0.0901884	0.0789394	0.112107	0.0672004	0.183155	0.151557	0.0715599	0.0957965	0.164966	0.149134	0.142449	0.0615022	0.0522953	0.0548793	0.0641331	0.058878	0.248203	0.18959	0.242785	0.319423	0.0334922	0.252219	0.336816	0.0188943	0.323954	0.0346248	8.07871
440	-30359.5	-30396.1	36.6305	0.204503	0.397399	3.36798	0.000618423	0.0364132	0.395309	3.56766	0.235855	0.146376	0.126811	0.0812478	0.0661358	0.129108	0.0950508	0.107852	0.0912971	0.0779677	0.0639626	0.0841203	0.0753853	0.0670914	0.0865717	0.163007	0.139086	0.0849883	0.0773931	0.125259	0.0962697	0.0980092	0.105109	0.0883274	0.085423	0.0940926	0.177878	0.105647	0.431817	0.116877	0.0873056	0.133997	0.112187	0.0280075	0.0936753	0.105343	0.0226461	0.0309904	0.0551206	0.0491525	0.154667	0.0605188	0.189346	0.0848803	0.062513	0.0698893	0.154745	0.0780691	0.0900584	0.0576137	0.108849	0.146415	0.0706909	0.0881415	0.169898	0.0818479	0.112544	0.0690618	0.146531	0.120917	0.046069	0.0645779	0.245106	0.186504	0.245454	0.322935	0.0334922	0.252219	0.336816	0.0188943	0.323954	0.0346248	8.47505
450	-30362.2	-30398.2	35.9749	0.215593	0.285871	2.35807	0.000875173	0.0432275	0.423117	3.53278	0.229089	0.147989	0.125752	0.0619475	0.0658643	0.127416	0.12169	0.0798131	0.104685	0.0691642	0.0923315	0.120425	0.0849357	0.0441167	0.0691219	0.126749	0.116705	0.0902271	0.0702713	0.108017	0.0818574	0.110819	0.12632	0.0979414	0.083443	0.0941266	0.172464	0.10741	0.4777	0.140035	0.100315	0.146135	0.114904	0.163082	0.0909661	0.0721907	0.0565922	0.0574936	0.127251	0.0408296	0.0780479	0.167727	0.0258965	0.0968905	0.0583711	0.0908394	0.0418711	0.0775977	0.0620881	0.0696145	0.12385	0.121435	0.0545748	0.0408615	0.203519	0.157669	0.112361	0.073686	0.0997196	0.0311577	0.0565392	0.060746	0.244896	0.187201	0.245244	0.322659	0.0335206	0.252433	0.337101	0.0180633	0.324228	0.0346541	8.24873
460	-30353.9	-30397.2	43.3102	0.208147	0.256553	1.97473	0.000696018	0.0386041	0.404585	3.55611	0.242877	0.129446	0.100736	0.0704197	0.0743952	0.111527	0.0833705	0.0768142	0.0815426	0.0638906	0.098132	0.095097	0.118926	0.04889	0.0739337	0.109171	0.137798	0.112726	0.0655298	0.0846591	0.0792291	0.10755	0.126591	0.0790376	0.0724311	0.0669606	0.167697	0.102871	0.397187	0.118097	0.0882158	0.122922	0.0791895	0.0931006	0.0985801	0.0646891	0.0968638	0.0395048	0.11254	0.0442385	0.0945519	0.0828089	0.0455299	0.0374962	0.0589887	0.077635	0.105722	0.0724796	0.0941832	0.0781518	0.0933171	0.172441	0.0585582	0.0437919	0.139656	0.111159	0.0804971	0.0625817	0.221062	0.0763476	0.015478	0.0781114	0.244864	0.193358	0.245212	0.316566	0.02575	0.254442	0.339784	0.0182845	0.326809	0.03493	7.69715
470	-30349.8	-30395.2	45.395	0.210032	0.258326	1.95489	0.000738702	0.0397561	0.40933	3.55018	0.205898	0.138915	0.123281	0.0532203	0.080008	0.127297	0.110144	0.0636016	0.0851688	0.0754411	0.0643061	0.112054	0.0645412	0.0657405	0.0709465	0.119079	0.0861115	0.110302	0.0565678	0.0916083	0.0769308	0.0830374	0.111375	0.107731	0.0617387	0.0676827	0.175869	0.0921939	0.374557	0.116576	0.0937652	0.121761	0.141301	0.131671	0.113053	0.0254521	0.140107	0.11072	0.0934384	0.0226089	0.098	0.0979959	0.0590879	0.039032	0.0476587	0.123288	0.0848613	0.0624708	0.0773121	0.0689269	0.0885604	0.0930913	0.0751521	0.0792223	0.0708421	0.162955	0.079595	0.172125	0.123767	0.0490532	0.0491987	0.0691117	0.243276	0.192104	0.250108	0.314512	0.0305968	0.257865	0.344356	0.0185305	0.313252	0.0353999	7.56755
480	-30348.3	-30390.6	42.3657	0.212362	0.328829	2.95952	0.000793935	0.0411976	0.415145	3.54286	0.266557	0.125666	0.0734564	0.0680116	0.0961545	0.144283	0.0898805	0.0784181	0.0914751	0.0512966	0.096149	0.114524	0.0668249	0.0545434	0.0640546	0.126124	0.0887945	0.106097	0.0821123	0.0746286	0.080012	0.11413	0.124184	0.0993609	0.0778866	0.086181	0.168807	0.115404	0.427534	0.12227	0.0907686	0.134261	0.0996534	0.0514603	0.04689	0.0607633	0.0810856	0.0616462	0.0430595	0.0539587	0.0553124	0.0646052	0.0901651	0.0346197	0.0584007	0.0669693	0.0609646	0.069726	0.177505	0.082901	0.0749008	0.122185	0.0529348	0.11277	0.0768244	0.133629	0.0759752	0.173644	0.0928883	0.107779	0.0887415	0.0583894	0.243276	0.192104	0.250108	0.314512	0.0296777	0.250119	0.345467	0.0179738	0.322426	0.0343365	9.00018
