Iteration	Posterior	Likelihood	Prior	alpha_g	epsilon	extinction	gamma_cats[1]	gamma_cats[2]	gamma_cats[3]	gamma_cats[4]	mu	pi[1]	pi[2]	pi[3]	pi[4]	r[1]	r[2]	r[3]	r[4]	r[5]	r[6]	speciation
46010	-30530.7	-30470	-60.7138	0.215092	0.0280463	0.327285	0.000862228	0.0429107	0.421889	3.53434	0.207347	0.248495	0.189755	0.246415	0.315335	0.026581	0.24558	0.352709	0.0149624	0.319751	0.0404171	11.6695
46020	-30533.9	-30473.4	-60.4826	0.228802	0.0353969	0.373552	0.00126646	0.0518674	0.4546	3.49227	0.204209	0.251296	0.191894	0.2505	0.306309	0.0308338	0.244511	0.351173	0.0148972	0.318358	0.0402261	10.5532
46030	-30535.1	-30475.2	-59.9571	0.207972	0.00585026	0.0628494	0.000692136	0.0384975	0.404142	3.55667	0.196022	0.252257	0.192628	0.251458	0.303657	0.0305292	0.243799	0.350151	0.0179793	0.317432	0.0401091	10.743
46040	-30537.4	-30477.2	-60.2682	0.21349	0.0234707	0.24291	0.000821676	0.0419022	0.41794	3.53934	0.208925	0.255148	0.20088	0.241296	0.302676	0.0305292	0.243799	0.350151	0.0179793	0.317432	0.0401091	10.3495
46050	-30535.8	-30473.6	-62.1969	0.204677	0.111029	1.10617	0.000621976	0.0365165	0.395754	3.56711	0.19886	0.25472	0.200543	0.240891	0.303846	0.0316661	0.243334	0.349482	0.0179449	0.316825	0.0407476	9.96288
46060	-30534.9	-30472.8	-62.1358	0.208002	0.127785	1.61622	0.000692802	0.0385158	0.404218	3.55657	0.204095	0.256556	0.189483	0.241878	0.312083	0.0317309	0.243831	0.350197	0.0179816	0.315428	0.040831	12.6479
46070	-30536.3	-30473.9	-62.4272	0.208002	0.312981	4.45503	0.000692802	0.0385158	0.404218	3.55657	0.207782	0.241688	0.192207	0.245356	0.320748	0.0291363	0.244485	0.351136	0.0180298	0.316273	0.0409404	14.2342
46080	-30533.3	-30470.7	-62.6034	0.217555	0.209593	2.33073	0.000927205	0.0444772	0.427907	3.52669	0.208674	0.241434	0.191519	0.247449	0.319599	0.0276159	0.257561	0.345587	0.0176664	0.311276	0.0402935	11.1203
46090	-30537.4	-30476.9	-60.5534	0.198534	0.0569222	0.623281	0.000504788	0.0329338	0.37982	3.58674	0.215704	0.245839	0.195013	0.251964	0.307184	0.0275285	0.251625	0.346939	0.01789	0.315215	0.0408034	10.9497
46100	-30531.5	-30470.8	-60.709	0.202118	0.00842098	0.0943661	0.000571055	0.0350062	0.389163	3.57526	0.211015	0.248218	0.1969	0.244725	0.310157	0.034344	0.249117	0.34348	0.0144378	0.32542	0.0332018	11.2061
46110	-30526.7	-30465.7	-61.0212	0.208827	0.00994716	0.111045	0.000711193	0.0390177	0.406299	3.55397	0.198925	0.248218	0.1969	0.244725	0.310157	0.034344	0.249117	0.34348	0.0144378	0.32542	0.0332018	11.1635
46120	-30528.1	-30467.5	-60.5669	0.211747	0.0992783	1.13085	0.000779081	0.0408151	0.413615	3.54479	0.213863	0.249004	0.188216	0.245501	0.31728	0.0361647	0.2486	0.342768	0.0120488	0.324745	0.0356744	11.3907
46130	-30532.7	-30469.2	-63.5316	0.211497	0.298019	3.48407	0.000773102	0.0406601	0.412992	3.54557	0.204905	0.250939	0.187731	0.244868	0.316462	0.0361704	0.248482	0.342821	0.0120507	0.324796	0.03568	11.6908
46140	-30533	-30472	-60.9496	0.197698	0.0764485	0.908761	0.000490163	0.0324581	0.377623	3.58943	0.200691	0.25066	0.188634	0.244596	0.316111	0.0278322	0.249595	0.344357	0.0161264	0.32625	0.0358398	11.8872
46150	-30529.1	-30468.1	-60.9678	0.208219	0.0341802	0.389383	0.000697605	0.0386475	0.404766	3.55589	0.21351	0.25066	0.188634	0.244596	0.316111	0.0282142	0.253021	0.335429	0.0162759	0.330728	0.0363317	11.392
46160	-30538.8	-30478.8	-60.0062	0.214927	0.128585	1.48128	0.000857987	0.0428064	0.421483	3.53485	0.204417	0.256076	0.189732	0.241754	0.312438	0.0320759	0.258728	0.331821	0.0142628	0.327171	0.0359409	11.5198
46170	-30527.4	-30465.9	-61.5427	0.210232	0.0100675	0.110221	0.000743341	0.0398793	0.409832	3.54955	0.223405	0.256076	0.189732	0.241754	0.312438	0.0352307	0.257885	0.33074	0.0142163	0.326104	0.0358237	10.9483
46180	-30533.2	-30470.1	-63.0485	0.21685	0.0458237	0.46568	0.000908275	0.0440268	0.426191	3.52887	0.222824	0.257922	0.1911	0.236288	0.31469	0.0352307	0.257885	0.33074	0.0142163	0.326104	0.0358237	10.1624
46190	-30531.1	-30469.1	-62.054	0.214032	0.0688782	0.748887	0.000835244	0.0422424	0.419279	3.53764	0.21774	0.257922	0.1911	0.236288	0.31469	0.0352307	0.257885	0.33074	0.0142163	0.326104	0.0358237	10.8726
46200	-30536.3	-30471.5	-64.7999	0.215593	0.17099	1.74435	0.000875168	0.0432273	0.423116	3.53278	0.210943	0.25167	0.197908	0.243359	0.307062	0.0359335	0.263029	0.337337	0.0169824	0.308713	0.0380046	10.2015
46210	-30530.1	-30468.6	-61.4792	0.212992	0.0339035	0.412794	0.000809355	0.0415908	0.416708	3.54089	0.209364	0.25167	0.197908	0.243359	0.307062	0.0344561	0.263088	0.337413	0.0169862	0.308782	0.039275	12.1756
46220	-30537.6	-30476.5	-61.1911	0.21636	0.128438	1.52519	0.000895269	0.0437145	0.424994	3.5304	0.212336	0.254015	0.189426	0.246635	0.309923	0.0342806	0.261748	0.335695	0.0219919	0.307209	0.039075	11.8749
46230	-30530.1	-30467.5	-62.5063	0.206833	0.145849	1.60721	0.000667289	0.0378082	0.401255	3.56027	0.214788	0.250902	0.187104	0.235	0.326994	0.033383	0.254895	0.326905	0.0214161	0.325582	0.0378184	11.0197
46240	-30528.3	-30465.2	-63.0163	0.206833	0.00113593	0.0148414	0.000667289	0.0378082	0.401255	3.56027	0.216837	0.245069	0.193444	0.242095	0.319392	0.0336658	0.257054	0.329674	0.0191944	0.328043	0.0323678	13.0654
46250	-30526.7	-30465.5	-61.2012	0.210425	0.00113593	0.011799	0.00074782	0.0399978	0.410314	3.54894	0.221448	0.246552	0.194615	0.243129	0.315704	0.0327092	0.257309	0.330001	0.0192134	0.328368	0.0323999	10.3871
46260	-30523.9	-30461.2	-62.7091	0.216499	0.0762671	0.980674	0.000898931	0.0438027	0.425333	3.52997	0.222775	0.246802	0.193799	0.243376	0.316024	0.0265503	0.266172	0.347758	0.0198752	0.306129	0.0335159	12.8584
46270	-30526	-30464.8	-61.1492	0.212897	0.0158262	0.180317	0.000807023	0.0415315	0.416473	3.54119	0.213518	0.2451	0.197207	0.241895	0.315798	0.0261029	0.261687	0.358748	0.0195403	0.30097	0.0329512	11.3936
46280	-30526.3	-30462.8	-63.4703	0.212317	0.276501	4.13209	0.000792846	0.0411697	0.415033	3.543	0.210018	0.24542	0.198571	0.24217	0.313839	0.0248683	0.262437	0.359776	0.0180408	0.301833	0.0330456	14.9442
46290	-30524.4	-30460.9	-63.4811	0.210121	0.261822	3.45897	0.00074075	0.0398106	0.409552	3.5499	0.224892	0.241939	0.199487	0.243287	0.315287	0.033813	0.261932	0.352014	0.0180061	0.301252	0.0329821	13.2111
46300	-30527.2	-30466.5	-60.6872	0.206516	0.0738342	0.807482	0.000660482	0.0376171	0.400449	3.56127	0.210472	0.237134	0.200991	0.244211	0.317663	0.0337703	0.261601	0.355554	0.0152622	0.300872	0.0329404	10.9364
46310	-30531.9	-30471.5	-60.409	0.212382	0.0351227	0.391092	0.00079442	0.04121	0.415194	3.5428	0.214587	0.237275	0.205153	0.23972	0.317852	0.0340363	0.263662	0.350918	0.0153824	0.303242	0.0327591	11.135
46320	-30527.7	-30466.5	-61.1922	0.208996	0.168126	2.18522	0.000715008	0.0391209	0.406725	3.55344	0.215399	0.248191	0.196823	0.239547	0.315439	0.0329565	0.273556	0.328918	0.0159596	0.314621	0.0339884	12.9975
46330	-30531.5	-30469.2	-62.2673	0.203964	0.0419008	0.44444	0.000607478	0.0360931	0.393924	3.56938	0.228466	0.251028	0.186165	0.242284	0.320523	0.0341891	0.271299	0.326204	0.0225733	0.312026	0.033708	10.6069
46340	-30542.3	-30480.9	-61.3181	0.21725	0.0545714	0.663445	0.000918968	0.0442818	0.427164	3.52764	0.216873	0.251504	0.183017	0.242745	0.322734	0.0355041	0.249985	0.335598	0.0232233	0.321011	0.0346787	12.1574
46350	-30530.2	-30468.8	-61.4197	0.200654	0.0105912	0.116759	0.000543292	0.0341537	0.385363	3.57994	0.217007	0.251504	0.183017	0.242745	0.322734	0.0283224	0.260805	0.324961	0.0148276	0.334905	0.0361796	11.0242
46360	-30543.7	-30481.3	-62.3406	0.197486	0.0592129	0.685248	0.000486492	0.0323376	0.377064	3.59011	0.223243	0.253844	0.18472	0.245003	0.316433	0.0392107	0.257882	0.32132	0.0146614	0.331152	0.0357742	11.5726
46370	-30530.2	-30467.5	-62.7418	0.205703	0.109143	1.26307	0.000643252	0.0371288	0.398376	3.56385	0.22703	0.25024	0.185612	0.246187	0.317962	0.0389365	0.257651	0.321032	0.0157825	0.330855	0.0357422	11.5726
46380	-30531.1	-30466.8	-64.2945	0.218475	0.380529	5.69511	0.000952287	0.0450668	0.430137	3.52384	0.217989	0.246763	0.183033	0.25666	0.313544	0.0334671	0.229151	0.329626	0.0162049	0.354852	0.0366989	14.9663
46390	-30526.9	-30463.8	-63.1161	0.209874	0.263138	3.49426	0.000735041	0.0396587	0.408932	3.55067	0.22339	0.246763	0.183033	0.25666	0.313544	0.0309577	0.221744	0.354216	0.0146421	0.343382	0.035059	13.2792
46400	-30523.6	-30461.8	-61.8633	0.209229	0.0603393	0.753733	0.000720288	0.0392634	0.407312	3.5527	0.220102	0.246763	0.183033	0.25666	0.313544	0.0306507	0.221736	0.354203	0.0146415	0.343712	0.0350577	12.4916
46410	-30523	-30461.1	-61.8918	0.205619	0.0204204	0.243404	0.00064149	0.0370784	0.398162	3.56412	0.220102	0.246763	0.183033	0.25666	0.313544	0.0295875	0.242143	0.341916	0.0207231	0.331789	0.0338416	11.9196
46420	-30526.8	-30463.4	-63.3388	0.218154	0.111476	1.52524	0.000943481	0.0448607	0.42936	3.52484	0.21948	0.238966	0.188037	0.258095	0.314902	0.0296882	0.242968	0.34308	0.0173877	0.332919	0.0339568	13.6823
46430	-30530.6	-30468.4	-62.2207	0.202687	0.0489637	0.485899	0.000582106	0.0353396	0.390633	3.57345	0.208051	0.244102	0.189738	0.264592	0.301568	0.0297258	0.243275	0.343514	0.0141197	0.33334	0.0360256	9.92367
46440	-30528.9	-30467.1	-61.7901	0.20172	0.0897794	0.991174	0.000563415	0.0347738	0.388133	3.57653	0.213867	0.243921	0.18492	0.257697	0.313461	0.0261054	0.244183	0.344796	0.0141723	0.334584	0.03616	11.0401
46450	-30530.2	-30467.6	-62.5836	0.210061	0.220355	2.88409	0.000739367	0.0397738	0.409402	3.55008	0.222675	0.259538	0.190926	0.247942	0.301594	0.0262674	0.245699	0.346937	0.0142603	0.329774	0.0370628	13.0884
46460	-30528.5	-30466.8	-61.759	0.213568	0.113635	1.38368	0.000823631	0.0419514	0.418134	3.53909	0.223493	0.255656	0.193455	0.249554	0.301336	0.0261936	0.245008	0.345961	0.017031	0.328847	0.0369587	12.1765
46470	-30525.7	-30462.3	-63.385	0.20696	0.0258312	0.337552	0.000670035	0.037885	0.401578	3.55987	0.221342	0.254159	0.19376	0.249948	0.302133	0.0260692	0.250739	0.344319	0.0148047	0.327286	0.0367832	13.0676
46480	-30526.6	-30464.5	-62.0186	0.217603	0.105044	1.23111	0.000928495	0.0445077	0.428023	3.52654	0.231352	0.249571	0.19111	0.246529	0.31279	0.0256697	0.252392	0.346589	0.0148607	0.326101	0.0343887	11.7199
46490	-30526.2	-30464.1	-62.1044	0.206747	0.123894	1.42611	0.000665434	0.0377562	0.401036	3.56054	0.225384	0.249256	0.190869	0.247479	0.312396	0.0230722	0.243187	0.351293	0.0170663	0.330526	0.0348554	11.5107
46500	-30533	-30469.3	-63.6852	0.209307	0.0373515	0.350021	0.000722062	0.0393112	0.407508	3.55246	0.224511	0.248855	0.20006	0.243966	0.30712	0.0235758	0.248496	0.358961	0.019341	0.314009	0.0356163	9.371
46510	-30537.7	-30476.7	-61.0038	0.204004	0.104121	1.27752	0.000608288	0.0361169	0.394027	3.56925	0.214689	0.248855	0.20006	0.243966	0.30712	0.0314009	0.258767	0.352326	0.0181803	0.304368	0.0349579	12.2696
46520	-30535	-30472.6	-62.3411	0.206245	0.0372653	0.481113	0.000654711	0.0374542	0.39976	3.56213	0.2232	0.248855	0.20006	0.243966	0.30712	0.0284556	0.260433	0.354595	0.0121697	0.306328	0.0380189	12.9105
46530	-30535.6	-30472.7	-62.8543	0.204187	0.155865	1.80801	0.000611982	0.0362252	0.394496	3.56867	0.22132	0.248088	0.200264	0.244215	0.307433	0.0285501	0.261298	0.354276	0.0122101	0.307345	0.0363203	11.5998
46540	-30541	-30476.3	-64.678	0.213161	0.23334	2.8688	0.000813513	0.0416962	0.417126	3.54036	0.223653	0.239892	0.203728	0.24631	0.31007	0.0284382	0.260274	0.352888	0.0160819	0.30614	0.036178	12.2945
46550	-30535.9	-30472.5	-63.4464	0.202074	0.141238	1.86467	0.000570215	0.0349807	0.38905	3.5754	0.224861	0.245059	0.186577	0.251615	0.316749	0.0284382	0.260274	0.352888	0.0160819	0.30614	0.036178	13.2024
46560	-30540.8	-30478.1	-62.715	0.203806	0.0917224	1.1569	0.000604297	0.0359995	0.393518	3.56988	0.226532	0.241096	0.187557	0.252936	0.318412	0.0327727	0.257023	0.34848	0.0189788	0.30702	0.0357261	12.613
46570	-30533.2	-30470.5	-62.7493	0.205728	0.200616	2.72391	0.000643787	0.037144	0.398442	3.56377	0.222969	0.24427	0.190026	0.254643	0.311062	0.0322319	0.252782	0.358107	0.0194246	0.301954	0.0355003	13.5778
46580	-30530.7	-30467.2	-63.4674	0.205728	0.0402163	0.510895	0.000643787	0.037144	0.398442	3.56377	0.23107	0.242793	0.189389	0.253789	0.31403	0.0299973	0.235257	0.33328	0.0180779	0.35035	0.033039	12.7037
46590	-30524.1	-30460.7	-63.4599	0.199689	0.148156	1.86105	0.000525519	0.0335963	0.382846	3.58303	0.230463	0.25556	0.186195	0.249509	0.308735	0.0323299	0.234691	0.332478	0.0180344	0.349507	0.0329596	12.5614
46600	-30528.6	-30463.8	-64.8222	0.209069	0.114633	1.20253	0.000716669	0.0391658	0.40691	3.55321	0.226547	0.256729	0.187047	0.246078	0.310147	0.0318158	0.235267	0.333295	0.0180787	0.350366	0.0311778	10.4902
46610	-30527.3	-30464.4	-62.8659	0.211468	0.108407	1.32181	0.000772404	0.040642	0.412919	3.54567	0.222633	0.253041	0.188416	0.246126	0.312417	0.0303747	0.233979	0.33147	0.0179797	0.348447	0.0377498	12.1931
46620	-30523.7	-30460.2	-63.4681	0.205965	0.163627	2.12047	0.000648784	0.0372863	0.399047	3.56302	0.224551	0.251748	0.185314	0.244869	0.318069	0.0303747	0.233979	0.33147	0.0179797	0.348447	0.0377498	12.9592
46630	-30525.7	-30462.6	-63.1497	0.208111	0.195388	2.66473	0.000695214	0.038582	0.404494	3.55623	0.233266	0.251748	0.185314	0.244869	0.318069	0.030454	0.23459	0.332335	0.0180266	0.349357	0.0352368	13.6382
46640	-30529.3	-30464.9	-64.3957	0.203109	0.325953	4.52119	0.000590422	0.0355884	0.391725	3.5721	0.228473	0.251748	0.185314	0.244869	0.318069	0.0312469	0.240698	0.340989	0.018496	0.332416	0.0361543	13.8707
46650	-30532.8	-30467.8	-64.9967	0.204821	0.368538	5.50387	0.000624929	0.0366021	0.396122	3.56665	0.216333	0.252363	0.183325	0.245467	0.318845	0.0312469	0.240698	0.340989	0.018496	0.332416	0.0361543	14.9343
46660	-30518.6	-30457.5	-61.1172	0.202829	0.018609	0.210636	0.000584896	0.0354233	0.391001	3.57299	0.225109	0.251267	0.186871	0.244401	0.317461	0.0301313	0.241353	0.341916	0.0170261	0.33332	0.0362526	11.319
46670	-30524	-30461.3	-62.7578	0.213738	0.0263715	0.268504	0.000827859	0.0420576	0.418552	3.53856	0.226707	0.253396	0.188455	0.24308	0.315069	0.0300521	0.240719	0.341018	0.0196094	0.332444	0.0361574	10.1816
46680	-30520.9	-30457.3	-63.5928	0.214032	0.0119355	0.154845	0.000835255	0.0422427	0.41928	3.53764	0.221368	0.25064	0.186405	0.247687	0.315268	0.0302815	0.242556	0.343621	0.0163802	0.334982	0.0321788	12.9735
46690	-30523	-30459.6	-63.4314	0.209337	0.27344	3.57389	0.000722759	0.0393299	0.407585	3.55236	0.221368	0.247382	0.194463	0.247258	0.310897	0.0256941	0.242289	0.343243	0.022017	0.334613	0.0321434	13.0701
46700	-30519.2	-30457.1	-62.1197	0.217303	0.033098	0.345409	0.000920394	0.0443157	0.427293	3.52747	0.219295	0.247649	0.194132	0.247287	0.310933	0.0258313	0.243584	0.345076	0.0183559	0.336401	0.0307519	10.4359
46710	-30525.8	-30461.9	-63.9836	0.20304	0.285021	4.04832	0.000589048	0.0355474	0.391545	3.57232	0.231059	0.248796	0.190806	0.248025	0.312373	0.0279585	0.243052	0.344323	0.0183159	0.335666	0.0306847	14.2036
46720	-30531.1	-30465.6	-65.4991	0.218966	0.134261	1.9753	0.000965875	0.0453829	0.431325	3.52233	0.231227	0.248796	0.190806	0.248025	0.312373	0.0284289	0.230315	0.350116	0.0186241	0.341314	0.031201	14.7124
46730	-30525.4	-30463	-62.4355	0.208237	0.00868999	0.0882237	0.000698004	0.0386584	0.404811	3.55583	0.228967	0.248796	0.190806	0.248025	0.312373	0.0305518	0.247866	0.340824	0.0181298	0.332256	0.0303729	10.1523
46740	-30531.5	-30469	-62.4353	0.208237	0.143695	1.83305	0.000698004	0.0386584	0.404811	3.55583	0.218805	0.238733	0.184833	0.262812	0.313622	0.0298082	0.236908	0.347177	0.01672	0.338448	0.0309391	12.7565
46750	-30527.7	-30465.3	-62.3892	0.213145	0.124941	1.51246	0.000813118	0.0416861	0.417086	3.54041	0.23521	0.24831	0.184038	0.255378	0.312274	0.0310212	0.23562	0.34529	0.0166291	0.336609	0.0348315	12.1054
46760	-30521.7	-30460.3	-61.3625	0.217989	0.0250231	0.295001	0.000938972	0.0447548	0.428959	3.52535	0.224174	0.2486	0.183085	0.255677	0.312639	0.0309705	0.235234	0.344725	0.0182376	0.336058	0.0347745	11.7892
46770	-30529.2	-30466.2	-62.9984	0.227238	0.105634	1.1572	0.00121498	0.0508179	0.450966	3.497	0.230266	0.252905	0.17909	0.250098	0.317906	0.0311114	0.236305	0.346294	0.013769	0.337588	0.0349328	10.9549
46780	-30522.2	-30458.7	-63.4479	0.206974	0.0190475	0.189615	0.000670327	0.0378932	0.401613	3.55982	0.230266	0.251106	0.185191	0.250873	0.312831	0.0378142	0.23467	0.343898	0.0136738	0.335252	0.0346911	9.95484
46790	-30522.9	-30460.2	-62.6191	0.215652	0.177808	2.40881	0.000876714	0.043265	0.423262	3.5326	0.230363	0.249847	0.184262	0.255241	0.31065	0.0328613	0.2348	0.344088	0.0139599	0.335437	0.038854	13.5472
46800	-30528.3	-30465.8	-62.4637	0.213317	0.243196	3.46387	0.000817378	0.0417938	0.417512	3.53988	0.224786	0.245945	0.187081	0.251255	0.315719	0.0328986	0.235066	0.344478	0.0139758	0.335818	0.0377629	14.2431
46810	-30533.5	-30470.6	-62.929	0.195057	0.199357	2.78498	0.000445927	0.0309735	0.370635	3.59795	0.225734	0.251273	0.184003	0.247121	0.317603	0.033247	0.240299	0.352146	0.0175057	0.318199	0.0386035	13.9698
46820	-30524.2	-30461.7	-62.4434	0.206781	0.0414789	0.52938	0.000666172	0.0377769	0.401123	3.56043	0.228261	0.251273	0.184003	0.247121	0.317603	0.033247	0.240299	0.352146	0.0175057	0.318199	0.0386035	12.7626
46830	-30525.6	-30461.4	-64.1812	0.206781	0.165344	2.45758	0.000666172	0.0377769	0.401123	3.56043	0.230004	0.252772	0.183232	0.248595	0.3154	0.0273348	0.236711	0.346889	0.0172443	0.333794	0.0380271	14.8635
46840	-30524.2	-30458.3	-65.8115	0.208646	0.29671	3.83387	0.000707136	0.0389075	0.405844	3.55454	0.232445	0.25388	0.185389	0.251334	0.309397	0.0270705	0.234422	0.343534	0.0170775	0.340238	0.0376593	12.9213
46850	-30527.1	-30463.3	-63.7683	0.212145	0.24921	3.46234	0.000788676	0.0410626	0.414606	3.54354	0.241147	0.250676	0.189404	0.247225	0.312696	0.0353404	0.233455	0.340136	0.0169086	0.336873	0.0372868	13.8933
46860	-30528.2	-30465	-63.197	0.199647	0.0550216	0.596918	0.000524752	0.033572	0.382736	3.58317	0.234112	0.253457	0.19214	0.249967	0.304436	0.0353146	0.233285	0.339888	0.0191928	0.336627	0.0356934	10.8488
46870	-30532.2	-30466.7	-65.4608	0.210446	0.289444	3.68112	0.000748322	0.0400111	0.410368	3.54887	0.233354	0.248502	0.186932	0.257629	0.306936	0.0354552	0.234214	0.341241	0.0142907	0.337967	0.0368324	12.7179
46880	-30527.7	-30465.9	-61.7895	0.207942	0.0270972	0.31748	0.00069146	0.0384789	0.404065	3.55676	0.233354	0.247671	0.185413	0.256767	0.310148	0.03017	0.235497	0.343111	0.014369	0.339819	0.0370343	11.7164
46890	-30525.7	-30464.1	-61.6275	0.201678	0.000909738	0.0106107	0.0005626	0.0347489	0.388022	3.57667	0.229258	0.248971	0.18365	0.255604	0.311775	0.0302643	0.236233	0.344183	0.0144139	0.340881	0.0340252	11.6635
46900	-30530	-30466.4	-63.676	0.216144	0.178183	2.1288	0.000889568	0.0435769	0.424465	3.53107	0.239872	0.248971	0.18365	0.255604	0.311775	0.0234796	0.237886	0.346591	0.0145148	0.343266	0.0342633	11.9473
46910	-30530.3	-30468.9	-61.4191	0.20066	0.0162863	0.176933	0.000543397	0.034157	0.385378	3.57992	0.222097	0.251582	0.195731	0.24398	0.308707	0.0236611	0.236906	0.345163	0.0182959	0.341852	0.0341221	10.8639
46920	-30535.7	-30472.2	-63.5007	0.208145	0.0513521	0.673873	0.000695971	0.0386028	0.40458	3.55612	0.234601	0.250819	0.195137	0.252875	0.301168	0.023598	0.236274	0.344243	0.0157837	0.34094	0.0391614	13.1226
46930	-30530	-30466.4	-63.6127	0.208145	0.148991	1.72105	0.000695971	0.0386028	0.40458	3.55612	0.22282	0.251023	0.197445	0.25308	0.298453	0.0214378	0.246112	0.358576	0.0165421	0.31654	0.040792	11.5514
46940	-30533.8	-30465.5	-68.2307	0.215721	0.184306	3.03083	0.000878501	0.0433085	0.42343	3.53238	0.234135	0.245836	0.187932	0.247851	0.318381	0.0211416	0.246186	0.358685	0.0165471	0.316635	0.0408043	16.4445
46950	-30535.5	-30471.8	-63.784	0.20705	0.221847	2.99454	0.000671963	0.0379388	0.401805	3.55958	0.220304	0.246784	0.187696	0.247539	0.317981	0.0333281	0.240934	0.345567	0.0165387	0.323698	0.0399338	13.4983
46960	-30531.7	-30467.4	-64.3602	0.211244	0.0853578	1.17171	0.000767093	0.0405037	0.412362	3.54637	0.231549	0.258772	0.190014	0.242614	0.3086	0.0330884	0.239201	0.349038	0.0164197	0.32137	0.0408832	13.727
46970	-30528.5	-30465	-63.4954	0.202826	0.14062	1.65891	0.000584833	0.0354214	0.390993	3.573	0.235744	0.243155	0.199608	0.245154	0.312083	0.0297218	0.274549	0.333785	0.0155223	0.307326	0.0390966	11.7971
46980	-30526.6	-30464	-62.5701	0.214793	0.131534	1.69819	0.000854549	0.0427216	0.421153	3.53527	0.229101	0.241198	0.198002	0.243181	0.31762	0.0298916	0.261178	0.358337	0.0210411	0.292359	0.0371926	12.9107
46990	-30527.4	-30465	-62.4388	0.220637	0.0867385	1.05921	0.00101312	0.0464645	0.435349	3.51717	0.231408	0.240531	0.20022	0.242508	0.316741	0.0300695	0.262732	0.36047	0.015216	0.294099	0.0374139	12.2115
47000	-30526.1	-30463	-63.0875	0.209145	0.0260685	0.329901	0.000718396	0.0392124	0.407102	3.55297	0.231071	0.240947	0.197804	0.24833	0.312919	0.0300344	0.24777	0.368114	0.0155387	0.300336	0.0382074	12.6552
47010	-30524.7	-30462.1	-62.6289	0.20789	0.113582	1.34871	0.000690315	0.0384474	0.403933	3.55693	0.229622	0.242327	0.196196	0.246311	0.315165	0.0300344	0.24777	0.368114	0.0155387	0.300336	0.0382074	11.8743
47020	-30533	-30471.8	-61.2239	0.207844	0.0443096	0.497724	0.000689317	0.03842	0.403819	3.55707	0.221903	0.243498	0.197144	0.24267	0.316688	0.0268686	0.246824	0.367757	0.0128925	0.307596	0.0380615	11.2329
47030	-30526.9	-30463.7	-63.2405	0.214322	0.132585	1.49497	0.000842558	0.0424246	0.419993	3.53674	0.225844	0.250015	0.195446	0.240579	0.31396	0.0258535	0.237499	0.353864	0.0137133	0.332446	0.0366236	11.2755
47040	-30528	-30463.7	-64.2528	0.208225	0.281007	4.22031	0.000697733	0.038651	0.404781	3.55587	0.227275	0.247638	0.194361	0.245783	0.312218	0.0258237	0.237225	0.353456	0.0148518	0.332063	0.0365813	15.0185
